Age,Travel Style,Monthly Income (USD),Preferred Activities 1,Preferred Activities 2,Preferred Activities 3,Preferred Travel Season,Preferred Mode of Transportation,Tech Savvy,Accommodation Type,Category
36.0,group,5876.0,Shopping,Urban Attractions,Cultural Highlights,Fall,Uber,High,Resort,Business & Work-Related
25.0,group,5381.0,Urban Attractions,Events,Shopping,Spring,Car,High,Resort,Business & Work-Related
55.0,group,6160.0,Shopping,Events,Cultural Highlights,Fall,PickMe,High,Motel,Business & Work-Related
51.0,group,6683.0,Events,Cultural Highlights,Shopping,Fall,PickMe,High,Resort,Business & Work-Related
46.0,group,6344.0,Urban Attractions,Cultural Highlights,Events,Fall,Car,High,Resort,Business & Work-Related
48.0,group,6801.0,Shopping,Urban Attractions,Cultural Highlights,Spring,Van,High,Resort,Business & Work-Related
33.0,group,5178.0,Cultural Highlights,Urban Attractions,Events,Fall,Uber,High,Motel,Business & Work-Related
26.0,solo,4493.0,Urban Attractions,Cultural Highlights,Events,Spring,Uber,High,Hotel,Business & Work-Related
42.0,group,4703.0,Urban Attractions,Shopping,Cultural Highlights,Spring,Uber,High,Motel,Business & Work-Related
25.0,solo,5438.0,Cultural Highlights,Shopping,Events,Spring,Uber,High,Motel,Business & Work-Related
33.0,group,7476.0,Shopping,Cultural Highlights,Events,Summer,Van,High,Resort,Business & Work-Related
30.0,group,3526.0,Shopping,Cultural Highlights,Urban Attractions,Spring,Uber,High,Resort,Business & Work-Related
37.0,group,6501.0,Events,Urban Attractions,Cultural Highlights,Spring,Van,High,Hotel,Business & Work-Related
55.0,group,6701.0,Shopping,Urban Attractions,Events,Fall,PickMe,High,Motel,Business & Work-Related
45.0,group,6034.0,Urban Attractions,Cultural Highlights,Shopping,Spring,Van,High,Hotel,Business & Work-Related
43.0,group,6444.0,Urban Attractions,Shopping,Cultural Highlights,Fall,PickMe,High,Hotel,Business & Work-Related
26.0,group,5036.0,Cultural Highlights,Shopping,Urban Attractions,Summer,PickMe,High,Hotel,Business & Work-Related
47.0,group,7041.0,Urban Attractions,Cultural Highlights,Events,Fall,PickMe,High,Hotel,Business & Work-Related
55.0,group,7393.0,Events,Shopping,Cultural Highlights,Fall,Uber,High,Motel,Business & Work-Related
33.0,solo,5514.0,Urban Attractions,Cultural Highlights,Shopping,Spring,Uber,High,Resort,Business & Work-Related
30.0,group,5218.0,Urban Attractions,Events,Shopping,Fall,Van,High,Hotel,Business & Work-Related
41.0,group,4114.0,Cultural Highlights,Shopping,Events,Fall,Car,High,Motel,Business & Work-Related
53.0,group,6895.0,Cultural Highlights,Shopping,Events,Fall,Uber,High,Hotel,Business & Work-Related
48.0,group,5845.0,Cultural Highlights,Events,Urban Attractions,Fall,Uber,High,Resort,Business & Work-Related
40.0,group,7455.0,Shopping,Cultural Highlights,Events,Summer,PickMe,High,Hotel,Business & Work-Related
36.0,group,7266.0,Urban Attractions,Events,Cultural Highlights,Fall,Uber,High,Resort,Business & Work-Related
43.0,group,6402.0,Urban Attractions,Events,Shopping,Spring,Uber,High,Motel,Business & Work-Related
39.0,group,6730.0,Urban Attractions,Cultural Highlights,Events,Spring,Car,High,Motel,Business & Work-Related
28.0,group,3957.0,Events,Cultural Highlights,Shopping,Fall,PickMe,High,Resort,Business & Work-Related
52.0,group,5020.0,Shopping,Events,Cultural Highlights,Spring,Van,High,Resort,Business & Work-Related
31.0,solo,4313.0,Cultural Highlights,Events,Urban Attractions,Spring,PickMe,High,Resort,Business & Work-Related
25.0,solo,3853.0,Cultural Highlights,Urban Attractions,Shopping,Spring,Uber,High,Motel,Business & Work-Related
53.0,group,7900.0,Events,Cultural Highlights,Urban Attractions,Spring,Uber,High,Resort,Business & Work-Related
32.0,group,4263.0,Shopping,Urban Attractions,Events,Summer,Car,High,Resort,Business & Work-Related
36.0,solo,5727.0,Shopping,Events,Cultural Highlights,Fall,Van,High,Resort,Business & Work-Related
42.0,group,4611.0,Urban Attractions,Shopping,Events,Spring,PickMe,High,Hotel,Business & Work-Related
40.0,group,6807.0,Shopping,Events,Urban Attractions,Fall,PickMe,High,Hotel,Business & Work-Related
37.0,group,7363.0,Shopping,Events,Urban Attractions,Fall,PickMe,High,Resort,Business & Work-Related
31.0,solo,4934.0,Cultural Highlights,Events,Urban Attractions,Fall,Van,High,Hotel,Business & Work-Related
52.0,solo,6882.0,Events,Urban Attractions,Shopping,Fall,Van,High,Hotel,Business & Work-Related
52.0,group,7601.0,Shopping,Cultural Highlights,Urban Attractions,Fall,Car,High,Hotel,Business & Work-Related
53.0,solo,7908.0,Shopping,Cultural Highlights,Urban Attractions,Fall,Car,High,Motel,Business & Work-Related
50.0,group,5258.0,Urban Attractions,Events,Shopping,Spring,Uber,High,Resort,Business & Work-Related
52.0,solo,6618.0,Urban Attractions,Cultural Highlights,Events,Fall,Uber,High,Resort,Business & Work-Related
27.0,group,5851.0,Events,Cultural Highlights,Urban Attractions,Spring,Car,High,Motel,Business & Work-Related
53.0,group,5206.0,Shopping,Urban Attractions,Cultural Highlights,Fall,Car,High,Hotel,Business & Work-Related
45.0,group,4856.0,Shopping,Cultural Highlights,Events,Fall,Car,High,Hotel,Business & Work-Related
32.0,group,4605.0,Shopping,Urban Attractions,Cultural Highlights,Spring,PickMe,High,Resort,Business & Work-Related
46.0,group,4595.0,Events,Shopping,Cultural Highlights,Spring,PickMe,High,Resort,Business & Work-Related
38.0,group,6297.0,Events,Urban Attractions,Cultural Highlights,Fall,Van,High,Hotel,Business & Work-Related
26.0,solo,5570.0,Events,Shopping,Urban Attractions,Fall,Uber,High,Resort,Business & Work-Related
44.0,group,5619.0,Cultural Highlights,Events,Urban Attractions,Spring,Uber,High,Motel,Business & Work-Related
40.0,group,4256.0,Urban Attractions,Cultural Highlights,Events,Fall,PickMe,High,Hotel,Business & Work-Related
54.0,solo,7226.0,Cultural Highlights,Events,Shopping,Fall,Van,High,Motel,Business & Work-Related
47.0,group,5673.0,Events,Cultural Highlights,Shopping,Spring,Van,High,Resort,Business & Work-Related
39.0,group,5853.0,Shopping,Events,Urban Attractions,Fall,Car,High,Hotel,Business & Work-Related
25.0,group,3504.0,Shopping,Urban Attractions,Cultural Highlights,Spring,PickMe,High,Hotel,Business & Work-Related
44.0,group,5192.0,Urban Attractions,Events,Cultural Highlights,Spring,PickMe,High,Motel,Business & Work-Related
42.0,group,4326.0,Cultural Highlights,Shopping,Events,Spring,Car,High,Resort,Business & Work-Related
51.0,group,5692.0,Shopping,Cultural Highlights,Urban Attractions,Spring,Uber,High,Hotel,Business & Work-Related
29.0,group,4156.0,Events,Cultural Highlights,Urban Attractions,Fall,PickMe,High,Hotel,Business & Work-Related
43.0,group,6315.0,Cultural Highlights,Urban Attractions,Events,Spring,PickMe,High,Motel,Business & Work-Related
26.0,group,5048.0,Shopping,Cultural Highlights,Events,Fall,Uber,High,Hotel,Business & Work-Related
55.0,group,5715.0,Events,Cultural Highlights,Urban Attractions,Spring,Van,High,Motel,Business & Work-Related
33.0,solo,4744.0,Shopping,Cultural Highlights,Events,Spring,PickMe,High,Motel,Business & Work-Related
25.0,group,5108.0,Events,Cultural Highlights,Urban Attractions,Fall,PickMe,High,Motel,Business & Work-Related
32.0,group,4963.0,Events,Cultural Highlights,Shopping,Fall,Car,High,Hotel,Business & Work-Related
54.0,group,7296.0,Shopping,Urban Attractions,Cultural Highlights,Winter,PickMe,High,Resort,Business & Work-Related
37.0,group,4003.0,Shopping,Events,Urban Attractions,Winter,PickMe,High,Resort,Business & Work-Related
34.0,group,4238.0,Events,Shopping,Cultural Highlights,Fall,Van,High,Motel,Business & Work-Related
43.0,group,6505.0,Shopping,Events,Urban Attractions,Fall,Van,High,Motel,Business & Work-Related
53.0,group,6209.0,Urban Attractions,Events,Cultural Highlights,Spring,Uber,High,Hotel,Business & Work-Related
38.0,group,6853.0,Urban Attractions,Events,Shopping,Fall,Van,High,Motel,Business & Work-Related
42.0,group,5349.0,Shopping,Events,Urban Attractions,Spring,Uber,High,Motel,Business & Work-Related
33.0,solo,7312.0,Events,Shopping,Urban Attractions,Spring,Van,High,Hotel,Business & Work-Related
39.0,solo,4126.0,Cultural Highlights,Shopping,Events,Fall,Van,High,Hotel,Business & Work-Related
44.0,group,4271.0,Urban Attractions,Shopping,Cultural Highlights,Spring,PickMe,High,Resort,Business & Work-Related
29.0,group,5100.0,Cultural Highlights,Urban Attractions,Events,Fall,Uber,High,Hotel,Business & Work-Related
54.0,group,7096.0,Urban Attractions,Shopping,Events,Fall,Uber,High,Motel,Business & Work-Related
31.0,group,7176.0,Cultural Highlights,Shopping,Urban Attractions,Fall,Car,High,Motel,Business & Work-Related
34.0,group,4028.0,Cultural Highlights,Shopping,Events,Spring,PickMe,High,Motel,Business & Work-Related
25.0,group,3623.0,Events,Urban Attractions,Shopping,Spring,Car,High,Motel,Business & Work-Related
42.0,group,4809.0,Urban Attractions,Cultural Highlights,Shopping,Fall,Van,High,Motel,Business & Work-Related
32.0,group,5007.0,Events,Urban Attractions,Cultural Highlights,Fall,PickMe,High,Resort,Business & Work-Related
50.0,group,4991.0,Events,Cultural Highlights,Urban Attractions,Spring,Car,High,Hotel,Business & Work-Related
25.0,group,4554.0,Events,Cultural Highlights,Shopping,Spring,Van,High,Motel,Business & Work-Related
44.0,solo,6704.0,Urban Attractions,Events,Cultural Highlights,Fall,Uber,High,Motel,Business & Work-Related
31.0,group,5923.0,Cultural Highlights,Shopping,Urban Attractions,Fall,PickMe,High,Hotel,Business & Work-Related
49.0,solo,5358.0,Shopping,Events,Cultural Highlights,Spring,Car,High,Hotel,Business & Work-Related
54.0,group,5527.0,Shopping,Events,Urban Attractions,Fall,Uber,High,Hotel,Business & Work-Related
47.0,group,4500.0,Shopping,Events,Cultural Highlights,Spring,Uber,High,Hotel,Business & Work-Related
55.0,group,5019.0,Shopping,Urban Attractions,Events,Spring,PickMe,High,Motel,Business & Work-Related
28.0,solo,3955.0,Events,Cultural Highlights,Shopping,Spring,PickMe,High,Motel,Business & Work-Related
31.0,group,5308.0,Shopping,Urban Attractions,Cultural Highlights,Fall,Van,High,Motel,Business & Work-Related
25.0,solo,4654.0,Cultural Highlights,Shopping,Events,Spring,Car,High,Hotel,Business & Work-Related
52.0,group,5102.0,Cultural Highlights,Urban Attractions,Events,Fall,Uber,High,Motel,Business & Work-Related
30.0,group,4804.0,Urban Attractions,Shopping,Cultural Highlights,Winter,Uber,High,Resort,Business & Work-Related
43.0,solo,4391.0,Urban Attractions,Shopping,Cultural Highlights,Fall,PickMe,High,Hotel,Business & Work-Related
51.0,group,6660.0,Events,Cultural Highlights,Shopping,Spring,Uber,High,Hotel,Business & Work-Related
43.0,group,7315.0,Cultural Highlights,Events,Urban Attractions,Fall,PickMe,High,Resort,Business & Work-Related
47.0,group,6696.0,Shopping,Events,Cultural Highlights,Winter,Uber,High,Hotel,Business & Work-Related
50.0,group,6348.0,Urban Attractions,Cultural Highlights,Shopping,Fall,Car,High,Hotel,Business & Work-Related
48.0,group,4779.0,Urban Attractions,Shopping,Cultural Highlights,Spring,Uber,High,Resort,Business & Work-Related
33.0,group,5547.0,Urban Attractions,Cultural Highlights,Shopping,Fall,PickMe,High,Motel,Business & Work-Related
38.0,group,5392.0,Events,Shopping,Urban Attractions,Summer,Car,High,Motel,Business & Work-Related
51.0,group,6985.0,Shopping,Events,Urban Attractions,Spring,Car,High,Hotel,Business & Work-Related
54.0,solo,7589.0,Urban Attractions,Cultural Highlights,Events,Spring,Uber,High,Motel,Business & Work-Related
41.0,group,7407.0,Shopping,Urban Attractions,Events,Winter,Car,High,Resort,Business & Work-Related
34.0,group,6244.0,Cultural Highlights,Shopping,Urban Attractions,Winter,PickMe,High,Resort,Business & Work-Related
52.0,group,6111.0,Shopping,Events,Urban Attractions,Spring,PickMe,High,Resort,Business & Work-Related
54.0,group,5619.0,Shopping,Urban Attractions,Events,Winter,Uber,High,Resort,Business & Work-Related
42.0,solo,6341.0,Events,Shopping,Urban Attractions,Spring,PickMe,High,Resort,Business & Work-Related
48.0,group,4283.0,Events,Shopping,Cultural Highlights,Spring,PickMe,High,Resort,Business & Work-Related
51.0,group,7166.0,Shopping,Events,Cultural Highlights,Spring,Uber,High,Resort,Business & Work-Related
32.0,solo,7375.0,Cultural Highlights,Urban Attractions,Events,Spring,Uber,High,Motel,Business & Work-Related
33.0,solo,7076.0,Shopping,Cultural Highlights,Urban Attractions,Fall,PickMe,High,Hotel,Business & Work-Related
36.0,solo,5527.0,Events,Urban Attractions,Cultural Highlights,Fall,Uber,High,Hotel,Business & Work-Related
53.0,solo,5116.0,Events,Cultural Highlights,Shopping,Fall,Uber,High,Hotel,Business & Work-Related
26.0,group,3693.0,Urban Attractions,Cultural Highlights,Events,Spring,PickMe,High,Hotel,Business & Work-Related
48.0,group,5506.0,Urban Attractions,Events,Shopping,Fall,PickMe,High,Motel,Business & Work-Related
34.0,solo,7401.0,Events,Shopping,Cultural Highlights,Fall,PickMe,High,Hotel,Business & Work-Related
52.0,solo,6874.0,Cultural Highlights,Shopping,Urban Attractions,Fall,Uber,High,Resort,Business & Work-Related
30.0,group,5925.0,Events,Cultural Highlights,Urban Attractions,Fall,Car,High,Motel,Business & Work-Related
43.0,group,4806.0,Cultural Highlights,Shopping,Urban Attractions,Fall,Car,High,Hotel,Business & Work-Related
48.0,group,7115.0,Events,Urban Attractions,Shopping,Spring,Van,High,Resort,Business & Work-Related
31.0,group,7353.0,Events,Cultural Highlights,Shopping,Fall,PickMe,High,Hotel,Business & Work-Related
47.0,group,5266.0,Events,Cultural Highlights,Shopping,Spring,Uber,High,Motel,Business & Work-Related
43.0,group,6551.0,Urban Attractions,Events,Shopping,Spring,PickMe,High,Motel,Business & Work-Related
36.0,group,7178.0,Cultural Highlights,Urban Attractions,Shopping,Spring,Van,High,Hotel,Business & Work-Related
54.0,group,7625.0,Shopping,Urban Attractions,Events,Spring,PickMe,High,Motel,Business & Work-Related
26.0,group,4013.0,Shopping,Urban Attractions,Cultural Highlights,Fall,PickMe,High,Motel,Business & Work-Related
49.0,solo,7253.0,Cultural Highlights,Urban Attractions,Shopping,Fall,Car,High,Resort,Business & Work-Related
34.0,solo,5395.0,Cultural Highlights,Shopping,Events,Spring,Van,High,Hotel,Business & Work-Related
34.0,group,7475.0,Urban Attractions,Cultural Highlights,Shopping,Fall,Uber,High,Resort,Business & Work-Related
41.0,group,6035.0,Events,Cultural Highlights,Urban Attractions,Spring,Uber,High,Motel,Business & Work-Related
52.0,solo,5873.0,Events,Shopping,Cultural Highlights,Spring,Car,High,Hotel,Business & Work-Related
39.0,group,5094.0,Shopping,Cultural Highlights,Events,Fall,Uber,High,Resort,Business & Work-Related
25.0,group,5810.0,Urban Attractions,Shopping,Events,Spring,Car,High,Hotel,Business & Work-Related
53.0,solo,5214.0,Events,Cultural Highlights,Shopping,Fall,Van,High,Motel,Business & Work-Related
30.0,group,4044.0,Cultural Highlights,Shopping,Events,Spring,PickMe,High,Hotel,Business & Work-Related
43.0,solo,6261.0,Shopping,Cultural Highlights,Events,Fall,Car,High,Motel,Business & Work-Related
49.0,group,7161.0,Urban Attractions,Events,Shopping,Spring,Van,High,Motel,Business & Work-Related
29.0,solo,3681.0,Cultural Highlights,Events,Shopping,Fall,Car,High,Hotel,Business & Work-Related
36.0,group,5140.0,Shopping,Cultural Highlights,Events,Spring,Van,High,Hotel,Business & Work-Related
50.0,solo,4328.0,Events,Urban Attractions,Shopping,Spring,Van,High,Resort,Business & Work-Related
27.0,group,3526.0,Shopping,Events,Cultural Highlights,Spring,Car,High,Hotel,Business & Work-Related
46.0,group,5040.0,Urban Attractions,Events,Cultural Highlights,Fall,Van,High,Resort,Business & Work-Related
33.0,solo,5111.0,Events,Urban Attractions,Cultural Highlights,Fall,Uber,High,Resort,Business & Work-Related
43.0,group,4054.0,Shopping,Cultural Highlights,Events,Spring,Car,High,Resort,Business & Work-Related
51.0,group,7265.0,Cultural Highlights,Shopping,Urban Attractions,Fall,Car,High,Motel,Business & Work-Related
54.0,solo,5874.0,Cultural Highlights,Urban Attractions,Events,Spring,PickMe,High,Hotel,Business & Work-Related
54.0,solo,7851.0,Urban Attractions,Cultural Highlights,Events,Fall,PickMe,High,Resort,Business & Work-Related
49.0,group,7421.0,Shopping,Cultural Highlights,Events,Winter,Uber,High,Hotel,Business & Work-Related
49.0,group,5764.0,Urban Attractions,Cultural Highlights,Shopping,Spring,Uber,High,Hotel,Business & Work-Related
51.0,group,7633.0,Cultural Highlights,Shopping,Urban Attractions,Spring,PickMe,High,Motel,Business & Work-Related
41.0,group,5627.0,Events,Urban Attractions,Shopping,Fall,PickMe,High,Resort,Business & Work-Related
53.0,group,7791.0,Events,Cultural Highlights,Urban Attractions,Fall,PickMe,High,Resort,Business & Work-Related
39.0,group,5365.0,Cultural Highlights,Shopping,Urban Attractions,Spring,Uber,High,Resort,Business & Work-Related
32.0,solo,6510.0,Events,Shopping,Cultural Highlights,Spring,Van,High,Hotel,Business & Work-Related
43.0,group,4104.0,Cultural Highlights,Urban Attractions,Events,Fall,Car,High,Motel,Business & Work-Related
27.0,group,4786.0,Shopping,Events,Cultural Highlights,Spring,PickMe,High,Hotel,Business & Work-Related
35.0,solo,5123.0,Shopping,Cultural Highlights,Urban Attractions,Fall,Uber,High,Hotel,Business & Work-Related
44.0,solo,4539.0,Shopping,Urban Attractions,Cultural Highlights,Fall,Van,High,Motel,Business & Work-Related
51.0,solo,5736.0,Urban Attractions,Cultural Highlights,Shopping,Spring,PickMe,High,Motel,Business & Work-Related
41.0,solo,4456.0,Cultural Highlights,Shopping,Urban Attractions,Spring,Car,High,Hotel,Business & Work-Related
43.0,group,7141.0,Urban Attractions,Events,Cultural Highlights,Fall,Uber,High,Motel,Business & Work-Related
40.0,group,4594.0,Events,Urban Attractions,Shopping,Spring,Van,High,Resort,Business & Work-Related
44.0,solo,5503.0,Events,Cultural Highlights,Urban Attractions,Fall,Van,High,Resort,Business & Work-Related
51.0,solo,5693.0,Cultural Highlights,Events,Urban Attractions,Fall,Uber,High,Resort,Business & Work-Related
